name,activity,governorate,phone
HANA SHOES,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 590 644
HASNA CUIR COLLECTION,Chaussures industrielles en toutes matières.,Nabeul,(216) - 94 340 286 / 98 427 679
HAYET LEATHER,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 22 302 900 / 98 302 900
HB TUNISIE,Chaussures industrielles en toutes matières.,Nabeul,(216) - 24 228 362 / 29 684 350
HM CUIR,Chaussures industrielles en toutes matières.,Nabeul,(216) - 24 283 365 / 98 149 003
ICC (SOLIMAN),Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 333 097
ICHRAK CHAUSSURES,Chaussures industrielles en toutes matières.,Ben Arous,(216) - 71 451 011
IDEAL SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 23 913 000
IDEE CUIR,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 931 181
IMBERT MNIF,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 291 075
INTERSAC,Fabrication d'articles de voyage et de maroquinerie.,Sousse,(216) - 73 265 533
INTERSTRAP,Fabrication d'articles de voyage et de maroquinerie.,Bizerte,(216) - 72 592 963 / 72 592 706
ISRAA FASHION SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 29 867 188
ITM SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 70 034 213
JASMIN,Chaussures industrielles en toutes matières.,Nabeul,(216) - 21 593 611
JOLIESSE (OUED CHAABOUNI),Chaussures industrielles en toutes matières.,Sfax,(216) - 29 906 544 / 27 410 350
JULY MART,Chaussures industrielles en toutes matières.,Ben Arous,(216) - 21 805 815 / 20 684 324
KAIMON,Chaussures industrielles en toutes matières.,Kairouan,(216) - 77 328 444
KAIROSHOES,Chaussures industrielles en toutes matières.,Kairouan,(216) - 96 909 920
KAIROUANAISE DE CHAUSSURES,Chaussures industrielles en toutes matières.,Kairouan,(216) - 98 236 261
KANTAOUI FASHION,Vêtements en cuir.,Sousse,(216) - 73 364 800
KARMA LUXURY LEATHER,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 53 197 609
KEMA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 225 141 / 72 225 037
KOBRA SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 256 244
KODIAK SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 22 132 320
LAB 91,Chaussures industrielles en toutes matières.,Bizerte,(216) - 22 904 909
LEOFLEX,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 225 863 / 94 190 906
LILY GROUP,Chaussures industrielles en toutes matières.,Nabeul,(216) - 56 538 516 / 56 538 492
LONGCHAMP TUNIS,Fabrication d'articles de voyage et de maroquinerie.,Manouba,(216) - 71 624 350
LUCRIN TUNISIA,Fabrication d'articles de voyage et de maroquinerie.,Ariana,(216) - 58 981 121
M & R SHOES,Chaussures industrielles en toutes matières.,Bizerte,(216) - 24 364 042 / 22 875 875
M.A CHAUSSURES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 290 273
MAC ELAN ( TUNIS ),Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 495 555
MAG FOOTWEAR,Chaussures industrielles en toutes matières.,Nabeul,(216) - 99 935 175
MARCUS,Fabrication d'articles de voyage et de maroquinerie - Chaussures industrielles en toutes matières.,Tunis,(216) - 71 896 848
MAROMED 1992 (EX: MAROQUINERIE MEDITERRANEENNE),Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 939 988
MARTEK,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 113 100 / 72 113 700
MARTEK (EX JAL GROUP),Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 113 700 / 72 111 400
MATMATI INTERNATIONAL,Chaussures industrielles en toutes matières.,Nabeul,(216) - 22 205 822
MED CHAUSSURES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 272 003 / 29 004 835
MEGA-PLUS,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 213 520
MEGISSERIE NORTH AFRICA,Apprêt et tannage des cuirs.,Bizerte,(216) - 24 307 020
MIRADOR SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 28 155 248
MIRIAM,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 213 520
MITECH TUNISIE,Fabrication d'articles de voyage et de maroquinerie.,Sousse,(216) - 73 320 388
MMR,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 442 056
MN SHOES,Chaussures industrielles en toutes matières.,Kairouan,(216) - 22 068 800
MONCEF CHOURA ET FILS,Chaussures industrielles en toutes matières.,Sfax,(216) - 22 310 211
N A S TUNISIA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 29 200 596
NADHOUR SHOES,Chaussures industrielles en toutes matières.,Sousse,(216) - 97 276 868
NOUR SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 232 748
NOVA PLUS,Chaussures industrielles en toutes matières.,Sousse,(216) - 73 392 000 / 98 545 984
ORTHO TUNISIA,Chaussures industrielles en toutes matières.,Monastir,(216) - 73 587 300
PALM PRODUCTION,Fabrication d'articles de voyage et de maroquinerie.,Bizerte,(216) - 72 492 075
PERLA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 285 567
PERLA SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 256 600
PITA-SHOES,Chaussures industrielles en toutes matières.,Ben Arous,(216) - 79 321 742
PUEBLO SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 347 971
RED BOOTS,Chaussures industrielles en toutes matières.,Zaghouan,(216) - 58 601 418 / 93 887 723
REINER,Chaussures industrielles en toutes matières.,Sousse,(216) - 73 252 090 / 98 275 122
RITUN,Chaussures industrielles en toutes matières.,Kairouan,(216) - 77 328 444
ROMAT,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 452 324 / 29 442 781
S.M,Chaussures industrielles en toutes matières.,Sousse,(216) - 31 182 624 / 96 992 408
SAFARI BAG,Fabrication d'articles de voyage et de maroquinerie.,Sousse,(216) - 98 451 589
SAMCO,Fabrication d'articles de voyage et de maroquinerie.,Nabeul,(216) - 72 236 497
SCA,Chaussures industrielles en toutes matières.,Sfax,(216) - 24 302 400
SCARPA MIA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 257 688
SELINA CUIR,Vêtements en cuir.,Bizerte,(216) - 72 492 850 / 98 186 809
SFG,Chaussures industrielles en toutes matières.,Nabeul,(216) - 53 308 888 / 72 233 867
SIMAP (BEN AROUS),Vêtements en cuir - Fabrication d'articles de voyage et de maroquinerie.,Ben Arous,(216) - 26 648 881
SIMILITUDE,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 979 752 / 22 613 423
SIMS,Fabrication d'articles de voyage et de maroquinerie.,Ariana,(216) - 58 268 593
SMCP,Apprêt et tannage des cuirs.,Sfax,(216) - 20 412 523 / 74 286 272
SODAF,Chaussures industrielles en toutes matières.,Sfax,(216) - 50 832 850
SOFAC (SFAX),Chaussures industrielles en toutes matières.,Sfax,(216) - 74 236 724 / 74 236 636
SOFACUIR,Vêtements en cuir.,Sfax,(216) - 74 467 123
SOKAS SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 98 249 881 / 72 257 247
SOMOTEC,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 269 600
SOPIC INDUSTRIE,Chaussures industrielles en toutes matières.,Tunis,(216) - 71 771 400
SOPROTIC,Chaussures industrielles en toutes matières.,Tunis,(216) - 71 647 301
SOSACUIR,Apprêt et tannage des cuirs.,Sousse,(216) - 73 259 847
SOSAF,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 239 007 / 74 239 008
SOTIC,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 287 967
SOTUCHAM,Apprêt et tannage des cuirs.,Sfax,(216) - 74 467 123
SSM CHAUSSURES EXPORT,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 453 188 / 24 752 952
SSP,Chaussures industrielles en toutes matières.,Nabeul,(216) - 52 845 735
STAR VAL DU SAHEL,Fabrication d'articles de voyage et de maroquinerie.,Sousse,(216) - 98 608 277
STARLEATHER,Fabrication d'articles de voyage et de maroquinerie.,Bizerte,(216) - 72 440 666
STARLIGHT,Vêtements en cuir - Fabrication d'articles de voyage et de maroquinerie.,Bizerte,(216) - 72 440 753 / 72 441 010
STGS (MOKNINE),Vêtements en cuir.,Monastir,(216) - 73 400 141
STORK,Chaussures industrielles en toutes matières.,Beja,(216) - 98 377 815 / 78 451 661
SUPER SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 24 632 202 / 99 937 267
TANNERIE DE L'ETOILE,Apprêt et tannage des cuirs.,Ben Arous,(216) - 71 434 361 / 71 296 098
TIMAC,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 235 824
TITAS,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 214 027
TJ CONFECTION,Vêtements en cuir.,Tunis,(216) - 71 933 232
TMA,Apprêt et tannage des cuirs.,Sousse,(216) - 58 308 903 / 73 233 222
TMM,Apprêt et tannage des cuirs.,Nabeul,(216) - 71 289 788 / 72 211 433
TRAVELLING,Chaussures industrielles en toutes matières.,Tunis,(216) - 71 778 749
TREZETA GROUP-TN,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 230 207
TROIS D,Chaussures industrielles en toutes matières.,Ben Arous,(216) - 71 382 744
TUNICUIR,Vêtements en cuir - Fabrication d'articles de voyage et de maroquinerie.,Ariana,(216) - 70 694 095
TUNIMA,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 584 366 / 72 584 440
TUNISHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 256 600
UMO,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 228 362
VOLIMTEN SCS,Vêtements en cuir.,Bizerte,(216) - 93 005 922
YASMINE (EL BOUSTENE),Chaussures industrielles en toutes matières.,Sfax,(216) - 74 444 638
YASMINE CUIRS,Apprêt et tannage des cuirs.,Beja,(216) - 22 334 522 / 71 241 380
5B DESIGN,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Monastir,(216) - 52 120 222 / 98 201 236
ABDENNADHER DESIGN,Sièges - Meubles de Bureau et Magasin.,Ben Arous,(216) - 71 216 020 / 71 433 375
AFRI-CHROME,"Sièges - Meubles de Bureau et Magasin - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sousse,(216) - 73 386 973
AL CHIMY,Industries connexes de l'ameublement.,Mahdia,(216) - 73 653 073
ALUBOIS,Fabrication de charpentes et de menuiseries.,Manouba,(216) - 36 452 816
AMA,"Sièges - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Monastir,(216) - 73 530 560
AMG,Fabrication de charpentes et de menuiseries - Meubles de cuisine.,Ben Arous,(216) - 71 409 191
AMIN,Fabrication de charpentes et de menuiseries.,Zaghouan,(216) - 71 704 325 / 98 302 658
AMINA,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Kairouan,(216) - 25 980 680 / 77 272 422
AMORIM TUNISIE,"Objets en liège, vannerie ou sparterie.",Jendouba,(216) - 78 671 815 / 78 670 239
ARKEA,Meubles de Bureau et Magasin.,Manouba,(216) - 71 928 000 / 70 661 823
ARTISAN WOOD SKILLS,Objets divers en bois.,Sfax,(216) - 20 650 004
ARTS ET CONFORT,"Meubles de Bureau et Magasin - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Nabeul,(216) - 72 255 324
ATYPIK FABRIK,Meubles de cuisine.,Sousse,(216) - 27 605 311 / 54 740 070
BEN GHORBAL,Fabrication de charpentes et de menuiseries - Objets divers en bois.,Ben Arous,(216) - 98 308 135
BERRICH METAL,Sièges - Meubles de Bureau et Magasin.,Ben Arous,(216) - 71 296 566
BEST DRESSING,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sfax,(216) - 74 670 890 / 22 103 100
BJAOUI METAL,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Kairouan,(216) - 22 137 504
BOUGHARIOU NEJIB,Fabrication de charpentes et de menuiseries.,Ariana,(216) - 71 555 611 / 50 525 456
BRAMOTEX,Matelas.,Tozeur,(216) - 98 454 053
CASTILLA DESIGN,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Ariana,(216) - 20 479 292 / 71 554 245
CCI,Meubles de cuisine.,Nabeul,(216) - 98 200 226 / 99 717 070
CLERPREM TUNISIE,Sièges.,Bizerte,(216) - 72 111 100 / 72 111 104
CRAFTS WOOD,Objets divers en bois.,Sfax,(216) - 98 747 276 / 98 747 275
DA VINCI FURNITURE,Meubles de cuisine.,Sousse,(216) - 58 810 363
DELTA CUISINE,Meubles de cuisine.,Ben Arous,(216) - 79 408 002
DELTA-MEUBLES,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sfax,(216) - 74 432 189
DORMAFLEX  TN,Matelas.,Kairouan,(216) - 20 587 067 / 22 257 165
D'SQUARE,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sfax,(216) - 98 758 975 / 98 291 000
ECOPALME,Emballages en bois.,Gabes,(216) - 21 168 848 / 21 686 459
EEMAR INDUSTRIES,Fabrication de charpentes et de menuiseries.,Monastir,(216) - 36 422 219 / 73 422 376
EFFECTIVE PALLET COMPANY,Emballages en bois.,Sfax,(216) - 22 667 284
EL FABRIKA ECO - BOIS,Fabrication de charpentes et de menuiseries.,Tunis,(216) - 55 239 600
EMPREINTE BOIS,"Objets divers en bois - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Nabeul,(216) - 72 361 130 / 22 053 023
EXTRA DECOR,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...) - Matelas.",Medenine,(216) - 75 624 752
EXTRA MOUSSE,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...) - Matelas.",Medenine,(216) - 75 601 470
FPT,Emballages en bois.,Ben Arous,(216) - 58 184 236 / 71 409 429
FUNEXPORT COFFIN INTERNATIONAL,Objets divers en bois.,Ben Arous,(216) - 54 128 620
GAN (BIR EL KASSAA),Panneaux de bois - Fabrication de charpentes et de menuiseries.,Ben Arous,(216) - 70 020 520 / 70 020 800
GAN (TESTOUR),"Sciage, rabotage, imprégnation du bois.",Beja,(216) - 71 450 933 / 70 020 520
GREENPAL,Emballages en bois.,Beja,(216) - 71 765 805
GTIM (LA SOUKRA),Sièges.,Ariana,(216) - 70 721 139 / 70 721 138
hY CUISINE,"Meubles de cuisine - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sousse,(216) - 55 468 080
IDEAL MEUBLES,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sousse,(216) - 73 342 551 / 73 342 291
INDUMOB,"Meubles de Bureau et Magasin - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Ariana,(216) - 70 693 922 / 55 555 561
INDUSTRIELLE 2MA,Objets divers en bois.,Sfax,(216) - 28 478 282
INTER MEUBLE,"Meubles de Bureau et Magasin - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sousse,(216) - 73 343 290 / 73 343 291
INTERIEURS,Sièges - Meubles de Bureau et Magasin.,Tunis,(216) - 71 854 666
KBAYER MEUBLES,"Meubles de cuisine - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Monastir,(216) - 73 452 823
KHEMAIES OULED ALI,"Sciage, rabotage, imprégnation du bois - Emballages en bois.",Jendouba,(216) - 98 556 945 / 78 670 094
KINZA,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Nabeul,(216) - 92 870 495
KLAM ELLOUH,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Nabeul,(216) - 94 612 025 / 72 362 577
LA NOUVELLE CONFORTA,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sfax,(216) - 22 100 222 / 74 453 320
LA TRINGLE,Objets divers en bois.,Sousse,(216) - 73 342 566
L'ART DU BUREAU,Meubles de Bureau et Magasin.,Sfax,(216) - 74 860 508
LE GENERAL,Meubles de Bureau et Magasin.,Sidi Bouzid,(216) - 98 417 252
LES ATELIERS DU CAP BON,Fabrication de charpentes et de menuiseries.,Nabeul,(216) - 72 221 045
LIGNE APOLLON,"Sciage, rabotage, imprégnation du bois - Fabrication de charpentes et de menuiseries - Meubles de cuisine - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Monastir,(216) - 73 420 825 / 73 420 926
LMB,Fabrication de charpentes et de menuiseries.,Sfax,
L'OLIVIER,Objets divers en bois.,Sidi Bouzid,(216) - 98 591 518
MACUISINE,"Meubles de cuisine - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sousse,(216) - 73 390 100 / 23 817 000
MAISON BOIS MASSIF,Fabrication de charpentes et de menuiseries.,Beja,(216) - 78 585 222
MAISON NATURE,Objets divers en bois.,Beja,(216) - 98 134 336
MAPROD,Meubles de cuisine.,Nabeul,(216) - 72 225 126
MARKO MOBILI,Fabrication de charpentes et de menuiseries - Meubles de Bureau et Magasin - Meubles de cuisine.,Sfax,(216) - 25 538 000 / 74 440 802
MENUISERIE KESKES ABDELAZIZ,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sfax,(216) - 27 453 575 / 74 453 575
MENUISERIE SERVICE,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sfax,(216) - 20 126 412
MENUISERIE ZALILA,Fabrication de charpentes et de menuiseries.,Sfax,(216) - 74 225 209 / 74 228 882
MEUBLATEX INDUSTRIES (EX LES METIERS),"Sièges - Meubles de cuisine - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sousse,(216) - 97 228 151 / 73 308 777
MEUBLE DE LA REINE,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Tunis,(216) - 98 217 718
MEUBLE ROYALE,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Gafsa,(216) - 98 664 844 / 29 486 644
MEUBLE SADOK JARRAYA,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Ariana,(216) - 71 556 130 / 98 306 083
MEUBLE STYLE,"Meubles de cuisine - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Medenine,(216) - 21 111 808 / 75 610 552
MEUBLENTUB,"Sièges - Meubles de Bureau et Magasin - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Tunis,(216) - 71 205 600
MEUBLES FRIKHA,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sfax,(216) - 58 380 137
MEUBLES MEZGHANI,"Meubles de Bureau et Magasin - Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Manouba,(216) - 70 660 660 / 70 660 650
MEUBLES MONCEF FRIKHA,"Meubles N.C.A (Chambres à coucher, salons, meubles pour jardins ...).",Sfax,(216) - 74 671 196
